Query,Result,Found_Count,Found_Dns
https://www.google.bj/search?q=inurl%3Amuscleswow.xyz+OR+inurl%3Achinajkys.xyz+OR+inurl%3Aprepmall.xyz+OR+inurl%3Anorthwestel.info+OR+inurl%3Asoftgames.xyz+OR+inurl%3Aicmistore.xyz+OR+inurl%3Alumomarket.xyz+OR+inurl%3Aohrcshop.xyz&tbm=nws,Not Found,0,
https://www.google.com.bh/search?q=inurl%3Alorsettogelaterie.com+OR+inurl%3Aekratusale.xyz+OR+inurl%3Aintrepidbrekke.com+OR+inurl%3Aspakostore.xyz+OR+inurl%3Aorchidkreiger.com+OR+inurl%3Ansfw.fit+OR+inurl%3Acashiernemesis.com+OR+inurl%3Aritimalls.xyz&tbm=nws,Not Found,0,
https://www.google.com.bn/search?q=inurl%3Apwikonline.xyz+OR+inurl%3Adatosmalls.xyz+OR+inurl%3Aukrbeesale.xyz+OR+inurl%3Atfr-info.xyz+OR+inurl%3Anewrishfashion.com+OR+inurl%3Ansandimall.xyz+OR+inurl%3Aeupickmall.xyz&tbm=nws,Not Found,0,
https://www.google.com.bn/search?q=inurl%3Amiamoutlet.xyz+OR+inurl%3Aamylcomall.xyz+OR+inurl%3Asbheoutlet.xyz+OR+inurl%3Aaspme.org+OR+inurl%3Atjasonline.xyz+OR+inurl%3Aenavmall.xyz+OR+inurl%3Auvstfolder.xyz+OR+inurl%3Ahausmall.xyz&tbm=nws,Not Found,0,
https://www.google.bf/search?q=inurl%3Amorgan-habour.cc+OR+inurl%3Aautosaccidentslawyers.com+OR+inurl%3Apareshop.xyz+OR+inurl%3Azisastore.xyz+OR+inurl%3Azimbermall.xyz+OR+inurl%3Aonironcry.top+OR+inurl%3Arichsecuritydad.top&tbm=nws,Not Found,0,
https://www.google.com.bn/search?q=inurl%3Aqeerishop.xyz+OR+inurl%3Amzpubshop.xyz+OR+inurl%3Aaismoutlet.xyz+OR+inurl%3Agcmresources.com+OR+inurl%3Airlidamall.xyz+OR+inurl%3Aamecsale.xyz+OR+inurl%3Arealmkings.xyz+OR+inurl%3Abblbuildingco.cc&tbm=nws,Not Found,0,
https://www.google.bi/search?q=inurl%3Agutkowskinatures.com+OR+inurl%3Awcsapsale.xyz+OR+inurl%3Aywat.org+OR+inurl%3Aatiq.top+OR+inurl%3Ahcdeoutlet.xyz+OR+inurl%3Aazbtrmall.xyz+OR+inurl%3Awsqamdjpop.xyz+OR+inurl%3Aqdrinks.xyz&tbm=nws,Searched and Not Found,0,
https://www.google.bi/search?q=inurl%3Achugstore.xyz+OR+inurl%3Adirectlify.com+OR+inurl%3Amathoutlet.xyz+OR+inurl%3Asalud-vitals.com+OR+inurl%3Acauxmall.xyz+OR+inurl%3Apack-onlyfans.com&tbm=nws,Not Found,0,
https://www.google.com.bo/search?q=inurl%3Akintsugisouls.com+OR+inurl%3Akintsugiminds.com+OR+inurl%3Adugarstore.xyz+OR+inurl%3Akedeveloper.com+OR+inurl%3Ashtormmall.xyz+OR+inurl%3Atalkpoint.xyz+OR+inurl%3Akingchess.xyz+OR+inurl%3Aapilian.xyz&tbm=nws,Not Found,0,
https://www.google.bi/search?q=inurl%3Aworkdaily.xyz+OR+inurl%3Aalpinewfb.com+OR+inurl%3Akugugoods.xyz+OR+inurl%3Aholocal.xyz+OR+inurl%3Ahamyshop.xyz+OR+inurl%3Adtdconline.xyz+OR+inurl%3Aloprzshop.xyz+OR+inurl%3Aiebvmgoods.xyz&tbm=nws,Not Found,0,
https://www.google.com.bh/search?q=inurl%3Acappersale.xyz+OR+inurl%3Afleuretmoijewelry.com+OR+inurl%3Arivushop.xyz+OR+inurl%3Acni-my.xyz+OR+inurl%3Adigitalnavigators.net+OR+inurl%3Awmohstore.xyz+OR+inurl%3Ahchamarket.xyz&tbm=nws,Not Found,0,
https://www.google.be/search?q=inurl%3Agurochan.xyz+OR+inurl%3Alinksweb.xyz+OR+inurl%3Aanlageshop.xyz+OR+inurl%3Admlpmarket.xyz+OR+inurl%3Acrazymovi.xyz+OR+inurl%3Alesoilmall.xyz+OR+inurl%3Ayabuhdfilm.xyz&tbm=nws,Not Found,0,
https://www.google.bj/search?q=inurl%3Anistmall.xyz+OR+inurl%3Aezmkonline.xyz+OR+inurl%3Acgiugoods.xyz+OR+inurl%3Alcdponline.xyz+OR+inurl%3Amoyoshop.xyz+OR+inurl%3Aneuhacks.xyz+OR+inurl%3Ailstsale.xyz+OR+inurl%3Asyteonline.xyz&tbm=nws,Not Found,0,
