Query,Result,Found_Count,Found_Dns
https://www.google.com/search?q=inurl%3A60222.uk+OR+inurl%3A20319.uk+OR+inurl%3A84849.uk+OR+inurl%3A11376.uk+OR+inurl%3A69391.uk+OR+inurl%3A94087.uk+OR+inurl%3A32230.uk+OR+inurl%3A48307.uk&tbm=nws,Not Found,0,
https://www.google.com/search?q=inurl%3A02176.uk+OR+inurl%3A64096.uk+OR+inurl%3A20826.uk+OR+inurl%3A42173.uk+OR+inurl%3A46373.uk+OR+inurl%3A69971.uk+OR+inurl%3A30577.uk+OR+inurl%3A44743.uk&tbm=nws,Not Found,0,
https://www.google.com/search?q=inurl%3A38296.uk+OR+inurl%3A89611.uk+OR+inurl%3A67226.uk+OR+inurl%3A38793.uk+OR+inurl%3A57545.uk+OR+inurl%3A41999.uk+OR+inurl%3A47205.uk+OR+inurl%3A30589.uk&tbm=nws,Searched and Not Found,0,
https://www.google.com/search?q=inurl%3A16342.uk+OR+inurl%3A99074.uk+OR+inurl%3A50233.uk+OR+inurl%3A09236.uk+OR+inurl%3A40176.uk+OR+inurl%3A72747.uk+OR+inurl%3A08978.uk+OR+inurl%3A87572.uk&tbm=nws,Not Found,0,
https://www.google.com/search?q=inurl%3A91210.uk+OR+inurl%3A11005.uk+OR+inurl%3A48108.uk+OR+inurl%3A98090.uk+OR+inurl%3A88328.uk+OR+inurl%3A14239.uk+OR+inurl%3A60017.uk+OR+inurl%3A40126.uk&tbm=nws,Not Found,0,
https://www.google.com/search?q=inurl%3A49435.uk+OR+inurl%3A67605.uk+OR+inurl%3A91792.uk+OR+inurl%3A60187.uk+OR+inurl%3A26504.uk+OR+inurl%3A41636.uk+OR+inurl%3A51352.uk+OR+inurl%3A68018.uk&tbm=nws,Searched and Not Found,0,
https://www.google.com/search?q=inurl%3A91423.uk+OR+inurl%3A76580.uk+OR+inurl%3A51324.uk+OR+inurl%3A48317.uk+OR+inurl%3A30881.uk+OR+inurl%3A05807.uk+OR+inurl%3A20963.uk+OR+inurl%3A98677.uk&tbm=nws,Not Found,0,
https://www.google.com/search?q=inurl%3A78611.uk+OR+inurl%3A42100.uk+OR+inurl%3A25010.uk+OR+inurl%3A00702.uk+OR+inurl%3A75954.uk+OR+inurl%3A45727.uk+OR+inurl%3A37920.uk+OR+inurl%3A07797.uk&tbm=nws,Not Found,0,
https://www.google.com/search?q=inurl%3A83313.uk+OR+inurl%3A32854.uk+OR+inurl%3A59047.uk+OR+inurl%3A80327.uk+OR+inurl%3A31276.uk+OR+inurl%3A90824.uk+OR+inurl%3A69560.uk+OR+inurl%3A69941.uk&tbm=nws,Not Found,0,
https://www.google.com/search?q=inurl%3A81408.uk+OR+inurl%3A27495.uk+OR+inurl%3A42525.uk+OR+inurl%3A02889.uk+OR+inurl%3A03259.uk+OR+inurl%3A75510.uk+OR+inurl%3A68922.uk+OR+inurl%3A88056.uk&tbm=nws,Not Found,0,
