Query,Result,Found_Count,Found_Dns
https://www.google.com.tj/search?q=inurl%3Ajimart.shop+OR+inurl%3Akjroad.shop+OR+inurl%3Achildaegis.com+OR+inurl%3Ausamilivacasion.com+OR+inurl%3Asiyunshan.xyz+OR+inurl%3Avk021.xyz+OR+inurl%3Apopromiss.shop+OR+inurl%3Abestam.shop&tbm=nws,Not Found,0,
https://www.google.td/search?q=inurl%3Ayrjvlgbeou.fit+OR+inurl%3Awyydg.cloud+OR+inurl%3Aflojeinvojoe.info+OR+inurl%3Asofan.top+OR+inurl%3Abapropose.shop+OR+inurl%3Acbsuggest.shop+OR+inurl%3Adcadvise.shop+OR+inurl%3Aedlist.shop&tbm=nws,Not Found,0,
https://www.google.co.th/search?q=inurl%3Ashiningiv.shop+OR+inurl%3Amgsw.org+OR+inurl%3Aairoufan.cc+OR+inurl%3Afollow-great.casa+OR+inurl%3Agfdutyfree.shop+OR+inurl%3Ahgtrading.shop+OR+inurl%3Aihcompany.shop&tbm=nws,Not Found,0,
https://www.google.tm/search?q=inurl%3Adolankartuscu.com+OR+inurl%3Ainnovarisports.com+OR+inurl%3Azef1.com+OR+inurl%3Awheregoshopping.com+OR+inurl%3Aadpoler.com+OR+inurl%3Apacificwinemg.com+OR+inurl%3Aanurote.com&tbm=nws,Not Found,0,
https://www.google.td/search?q=inurl%3Aazvows.shop+OR+inurl%3Aomoutlets.shop+OR+inurl%3Asexxx.mx+OR+inurl%3A91pozhan1.com+OR+inurl%3Arhatech.com+OR+inurl%3Adigitalqllc.com+OR+inurl%3Asvrtechs.com+OR+inurl%3Avolcussoft.com&tbm=nws,Not Found,0,
https://www.google.co.th/search?q=inurl%3Aqylove.shop+OR+inurl%3Arzromantic.shop+OR+inurl%3Asashow.shop+OR+inurl%3Atbbelieve.shop+OR+inurl%3Aprevuintel.com+OR+inurl%3Aprevumail.com+OR+inurl%3Aprevuinfo.com+OR+inurl%3Aprevumktg.com&tbm=nws,Not Found,0,
https://www.google.tl/search?q=inurl%3Atopbo.shop+OR+inurl%3Anewestcp.shop+OR+inurl%3Ablackdq.shop+OR+inurl%3Astreamelements.nl+OR+inurl%3Ashoppingteamheart.com+OR+inurl%3Acompletespaceplease.top+OR+inurl%3Atoflowline.top+OR+inurl%3Ahandblowdictionary.top&tbm=nws,Not Found,0,
https://www.google.tn/search?q=inurl%3Adesign-marks.com+OR+inurl%3Azmdidi.com+OR+inurl%3Afoodcouponsceo.com+OR+inurl%3Aantispygadget.com+OR+inurl%3Atongbaomachine.com+OR+inurl%3Apvcfloorroll.com+OR+inurl%3Ayxjmcl.com&tbm=nws,Not Found,0,
https://www.google.tg/search?q=inurl%3Aodrasoft.com+OR+inurl%3Asoninversionesinteligentes.com+OR+inurl%3Afifa689.com+OR+inurl%3Aflieber.uk+OR+inurl%3Ayjtt.xyz+OR+inurl%3Achtoukapeintre.com+OR+inurl%3Aplayalongkaraoke.com+OR+inurl%3Akwmoment.shop&tbm=nws,Not Found,0,
https://www.google.com.sv/search?q=inurl%3Agx140.xyz+OR+inurl%3Ayylyrics.com+OR+inurl%3Acherryforexco.com+OR+inurl%3Abrilliantjw.shop+OR+inurl%3Aprettykx.shop+OR+inurl%3Anicelyss.shop+OR+inurl%3Asmartnz.shop+OR+inurl%3Ahandsomema.shop&tbm=nws,Not Found,0,
https://www.google.com.sv/search?q=inurl%3Ayqdd.xyz+OR+inurl%3Acheaphomedecoronlineshopping.com+OR+inurl%3Acargamos.mx+OR+inurl%3Awaroncanada.com+OR+inurl%3Acanadachained.com+OR+inurl%3Aucfaith.shop+OR+inurl%3Avdyouth.shop+OR+inurl%3Agemarriage.shop&tbm=nws,Not Found,0,
https://www.google.tl/search?q=inurl%3Awickleys.com+OR+inurl%3Agocryptocash.com+OR+inurl%3Aqpheaven.shop+OR+inurl%3Arqbay.shop+OR+inurl%3Asrland.shop+OR+inurl%3Atssky.shop+OR+inurl%3Autrivers.shop+OR+inurl%3Aganooldomino.com&tbm=nws,Not Found,0,
https://www.google.tl/search?q=inurl%3Asauceparadisecollection.club+OR+inurl%3Adryrubcatalogblogs.club+OR+inurl%3Ameatballdivebrochure.club+OR+inurl%3Aarttopedia.com+OR+inurl%3Awisedropship.com+OR+inurl%3Axhtd0089.com+OR+inurl%3Atradewithpatriots.com&tbm=nws,Not Found,0,
https://www.google.com.tj/search?q=inurl%3A562589.top+OR+inurl%3Aipvp.xyz+OR+inurl%3Ayrdd.xyz+OR+inurl%3Atradewels.com+OR+inurl%3Abhfurnitures.com+OR+inurl%3Amj184.xyz+OR+inurl%3A2309big21.fun+OR+inurl%3Adiagnozer.com&tbm=nws,Not Found,0,
https://www.google.tn/search?q=inurl%3Amnrooms.shop+OR+inurl%3Aomcove.shop+OR+inurl%3Apoparadise.shop+OR+inurl%3Awd65c.biz+OR+inurl%3Awd67c.biz+OR+inurl%3Awd66c.biz+OR+inurl%3Awd68c.biz+OR+inurl%3Awd69c.biz&tbm=nws,Not Found,0,
https://www.google.tn/search?q=inurl%3Abasomisecurityservices.com+OR+inurl%3Adamorespecial.com+OR+inurl%3Aopticianoffset.com+OR+inurl%3Asweetob.shop+OR+inurl%3Aflashpc.shop+OR+inurl%3Asuperqd.shop+OR+inurl%3Agores.shop+OR+inurl%3Aperfectsf.shop&tbm=nws,Not Found,0,
https://www.google.tm/search?q=inurl%3Apillar-online.xyz+OR+inurl%3Adcy20191506.xyz+OR+inurl%3Aavpia.xyz+OR+inurl%3Axvideosgay.mx+OR+inurl%3Aomtrade.shop+OR+inurl%3Apochic.shop+OR+inurl%3Aqphotsale.shop&tbm=nws,Not Found,0,
https://www.google.com.tj/search?q=inurl%3Aolympuslorita.com+OR+inurl%3Akuhlmaneveryday.com+OR+inurl%3Adigitalna-edukacija.com+OR+inurl%3Abrightstarvernie.com+OR+inurl%3Amaniewarrior.com+OR+inurl%3Alibraexpresscouriers.com+OR+inurl%3Aentropiofficial.co&tbm=nws,Not Found,0,
https://www.google.tg/search?q=inurl%3Akjbusiness.shop+OR+inurl%3Alkauthorize.shop+OR+inurl%3Anldealer.shop+OR+inurl%3Amnagent.shop+OR+inurl%3Atufitcomplete.com+OR+inurl%3Acgzz.xyz+OR+inurl%3Ainformersp.xyz+OR+inurl%3Aninomiya.top&tbm=nws,Not Found,0,
https://www.google.tn/search?q=inurl%3Arqlovely.shop+OR+inurl%3A70xt.top+OR+inurl%3Agolshanrom20.xyz+OR+inurl%3Auaeu-iof.com+OR+inurl%3Ayicahzagp.top+OR+inurl%3Actzz.xyz+OR+inurl%3Acunflieq.top&tbm=nws,Not Found,0,
https://www.google.com.sv/search?q=inurl%3Asctygvh.top+OR+inurl%3Aelitecargofrogshipping.com+OR+inurl%3Aclpcmherz.top+OR+inurl%3Adefmfyxh.top+OR+inurl%3Awnxcywgoe.top+OR+inurl%3Akrodgwpcq.top+OR+inurl%3Akvpigidq.top+OR+inurl%3Ajkbtghcdpu.work&tbm=nws,Not Found,0,
https://www.google.co.th/search?q=inurl%3Alisteur15.buzz+OR+inurl%3Aabidenroad.info+OR+inurl%3Adigitalluveyou.info+OR+inurl%3Adhfgj.buzz+OR+inurl%3Auopqza10.buzz+OR+inurl%3Ahgir20.buzz+OR+inurl%3Azxvcb30.buzz+OR+inurl%3Acaptivewillms.com&tbm=nws,Not Found,0,
https://www.google.tm/search?q=inurl%3Ahatrepresenttrack.top+OR+inurl%3Alghoa.top+OR+inurl%3Ariverstationgive.top+OR+inurl%3Aarmonyproject.com+OR+inurl%3Axs01.art+OR+inurl%3Axs02.art+OR+inurl%3Alkstreet.shop+OR+inurl%3Anlhaven.shop&tbm=nws,Not Found,0,
https://www.google.co.th/search?q=inurl%3At9872.xyz+OR+inurl%3At9872.top+OR+inurl%3At283.xyz+OR+inurl%3At283.top+OR+inurl%3At895.top+OR+inurl%3At4sk.xyz+OR+inurl%3At4sk.top+OR+inurl%3A5sie.top&tbm=nws,Not Found,0,
https://www.google.tg/search?q=inurl%3Afegoods.shop+OR+inurl%3Aqa141.xyz+OR+inurl%3Am30plus.com+OR+inurl%3Awhiteer.shop+OR+inurl%3Abrilliantphotograph.monster+OR+inurl%3Ayellowfs.shop+OR+inurl%3Aredgt.shop+OR+inurl%3Abluehu.shop&tbm=nws,Not Found,0,
https://www.google.td/search?q=inurl%3Acaytbvlw.top+OR+inurl%3Acszz.xyz+OR+inurl%3Agupnqje.top+OR+inurl%3Aacdjxerw.top+OR+inurl%3Anbaqqp.club+OR+inurl%3Ahfxlsvfk.top+OR+inurl%3Amrasnlvf.top+OR+inurl%3Ajiofficial.shop&tbm=nws,Not Found,0,
https://www.google.com.sv/search?q=inurl%3A1615123.email+OR+inurl%3A15f63we1f.email+OR+inurl%3A2f3as1.email+OR+inurl%3Autpromise.shop+OR+inurl%3Avuforever.shop+OR+inurl%3Awvmemory.shop+OR+inurl%3Axwstory.shop+OR+inurl%3Anuggetfactorydaily.club&tbm=nws,Not Found,0,
https://www.google.td/search?q=inurl%3Afriesrevolutionhealth.club+OR+inurl%3Aj233.top+OR+inurl%3Aj233.cc+OR+inurl%3Aj738.top+OR+inurl%3Aa283.top+OR+inurl%3Aa782.top+OR+inurl%3Aa682.top+OR+inurl%3Aa693.top&tbm=nws,Not Found,0,
https://www.google.com.tj/search?q=inurl%3Ase238.xyz+OR+inurl%3Ase238.top+OR+inurl%3As287.xyz+OR+inurl%3As287.top+OR+inurl%3A2837s.xyz+OR+inurl%3A2837s.top+OR+inurl%3A8982t.top+OR+inurl%3A6yw3.top&tbm=nws,Not Found,0,
https://www.google.tn/search?q=inurl%3Afreedomworld823.com+OR+inurl%3Alookatmyad.info+OR+inurl%3Abiopv.me+OR+inurl%3Areturemail.online+OR+inurl%3Amenhnt.com+OR+inurl%3Adeutschedokumenteonline.com+OR+inurl%3Adelnamak.shop+OR+inurl%3Ajcnxuejl.monster&tbm=nws,Not Found,0,
https://www.google.tl/search?q=inurl%3Addzpe.work+OR+inurl%3Askronymotion.com+OR+inurl%3Awhpk02.xyz+OR+inurl%3Avkqlofnr.top+OR+inurl%3Amvqdwto.top+OR+inurl%3Arjhguxn.top+OR+inurl%3Ahfqjsueho.top+OR+inurl%3Aocycskjnh.top&tbm=nws,Not Found,0,
https://www.google.td/search?q=inurl%3Aseangao123.xyz+OR+inurl%3Ahqmeitu.com+OR+inurl%3Adocufull.com+OR+inurl%3Amctoils.net+OR+inurl%3Atrickpriyo.xyz+OR+inurl%3Apsfree.xyz+OR+inurl%3Arcdsb.info+OR+inurl%3Aa11a1.top&tbm=nws,Not Found,0,
https://www.google.com.tj/search?q=inurl%3Adiexcore.com+OR+inurl%3Aaustralian-home.com+OR+inurl%3Alevelupages.com+OR+inurl%3Aiemedicine.com+OR+inurl%3Ainvestingproductsmarketing.club+OR+inurl%3Amesmero.cloud+OR+inurl%3Achannelove.net&tbm=nws,Not Found,0,
https://www.google.com.sv/search?q=inurl%3Abooksmr.com+OR+inurl%3Awhyssimilarcurrent.xyz+OR+inurl%3Acheckpointchemist.com+OR+inurl%3Anumberthansgroup.xyz+OR+inurl%3Adylannewworld.com+OR+inurl%3Aweekfactlotthoughs.xyz+OR+inurl%3Aserendipitybaumbach.com+OR+inurl%3Atasksproblemworry.xyz&tbm=nws,Not Found,0,
https://www.google.tl/search?q=inurl%3Amarcorwoodwok.com+OR+inurl%3Advuhyzlzca.work+OR+inurl%3Ageorgialikesmike.com+OR+inurl%3Ageorgialikesmike.net+OR+inurl%3Ageorgialikesmike.org+OR+inurl%3Ageorgialikesmike.info+OR+inurl%3Aeiuabrmsdousjpbcrsapjedarafcdfrc.top+OR+inurl%3Ailikemike2022.info&tbm=nws,Not Found,0,
https://www.google.com.sv/search?q=inurl%3Asalvationcointrade.info+OR+inurl%3Adelnamak.xyz+OR+inurl%3Aboarddressnature.top+OR+inurl%3Anearhearthrough.top+OR+inurl%3Acenturyentergo.top+OR+inurl%3Astareatreason.top+OR+inurl%3Abrotherbestremember.top+OR+inurl%3Aantipie.club&tbm=nws,Not Found,0,
https://www.google.tm/search?q=inurl%3Athisishowwedo.info+OR+inurl%3Aservicesmonthahead.xyz+OR+inurl%3Aakamsremoteconnect.online+OR+inurl%3Ademocratbestpoint.xyz+OR+inurl%3Arightmonthcases.xyz+OR+inurl%3Ahandbadgroupsinternationals.xyz+OR+inurl%3Acampaigncompany.xyz+OR+inurl%3Anightworldredfast.xyz&tbm=nws,Not Found,0,
https://www.google.tg/search?q=inurl%3Aa12oa.top+OR+inurl%3Armbpaadfsgfbiorrfuaepiuuecprmpbg.buzz+OR+inurl%3Apuraubmodemruiodompdisaeredorrac.buzz+OR+inurl%3Agastrotic.com+OR+inurl%3Aninofa.biz+OR+inurl%3Aadvertclick.net+OR+inurl%3Asirohentw.com+OR+inurl%3Amotherbox.co&tbm=nws,Not Found,0,
https://www.google.tn/search?q=inurl%3Aquicklystatemonths.xyz+OR+inurl%3Ashearmperhighsometimes.xyz+OR+inurl%3Ainlifemissiondrive.xyz+OR+inurl%3Ahdhub4me.xyz+OR+inurl%3Amotherfactorsact.xyz+OR+inurl%3Afest-brekke.com+OR+inurl%3Atimenightunitofficers.xyz&tbm=nws,Not Found,0,
https://www.google.td/search?q=inurl%3Alowworkhowaudience.xyz+OR+inurl%3Acashiermagna.com+OR+inurl%3Afamilyhandnight.xyz+OR+inurl%3Agranitecoach.com+OR+inurl%3Abridgewoodco.com+OR+inurl%3Atimestructurebusiness.xyz+OR+inurl%3Anewsreadergametime.com+OR+inurl%3Astylespointworld.xyz&tbm=nws,Not Found,0,
